latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,location,place,country,continent,type,timeAdded,timestamp,locationInferred,state,initialPosition,time_utc,time_mmt,state_region,district,township,nearest_city,place_type,distance_km
23.765,94.566,126.6,4.1,mb,19,122.6,,0.79,us,usp000ejap,2014-11-07T01:29:13.081Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,2006-05-30 13:42:43,2006-05-30 20:12:43,Saigang,Mawlaik,Mawlaik,Wea Ka Thar,village,5.5
26.209,96.858,27.2,4.6,mb,67,64.7,,1.07,us,usp000ehzt,2014-11-07T01:29:11.296Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,2006-05-26 04:52:09,2006-05-26 11:22:09,Kachin,Myitkyina,Tanai,Nawng Long Kawng Ra,village,13.4
21.833,94.596,28.5,4.5,mb,40,72.0,,1.03,us,usp000ehxh,2014-11-07T01:29:11.012Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,2006-05-25 13:56:27,2006-05-25 20:26:27,Magway,Pakokku,Myaing,Nga Myaung,village,1.9
24.936,95.081,112.8,4.2,mb,51,95.2,,0.87,us,usp000eh7e,2014-11-07T01:29:07.464Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,2006-05-15 23:58:48,2006-05-16 06:28:48,Saigang,Hkamti,Homalin,Toke Long,village,7.0
21.32,97.419,10.0,4.1,mb,36,124.5,,1.0,us,usp000eh4x,2014-11-07T01:29:07.086Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,2006-05-14 22:15:38,2006-05-15 04:45:38,Shan,Taunggyi,Hopong,Hpar Lan Ywar Ma,village,3.0
23.344,94.266,100.0,3.9,mb,9,154.0,,0.47,us,usp000eh2g,2014-11-07T01:29:06.680Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,2006-05-14 04:36:23,2006-05-14 11:06:23,Saigang,Kale,Kalewa,Yaw Su,village,5.5
23.309,94.307,30.0,5.6,mwc,455,20.2,,0.81,us,usp000egvx,2015-02-12T20:27:25.737Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,2006-05-11 17:22:51,2006-05-11 23:52:51,Saigang,Kale,Kalewa,Yaw Su,village,1.0
24.805,95.239,106.2,4.8,mb,36,75.8,,1.04,us,usp000egv1,2014-11-07T01:29:05.563Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,2006-05-11 09:49:58,2006-05-11 16:19:58,Saigang,Hkamti,Homalin,Naung Khan,village,0.7
26.029,95.756,106.3,4.6,mb,41,85.1,,0.95,us,usp000egq1,2014-11-07T01:29:04.934Z,,Myanmar-India border region,MM,Asia,earthquake,0,0,1,,,2006-05-09 23:17:40,2006-05-10 05:47:40,Saigang,Hkamti,Hkamti,Makannaung,village,0.6
24.098,94.466,131.4,4.1,mb,32,103.1,,0.7,us,usp000efx5,2014-11-07T01:28:59.407Z,,Myanmar-India border region,MM,Asia,earthquake,0,0,1,,,2006-05-01 01:56:20,2006-05-01 08:26:20,Saigang,Tamu,Tamu,Ka Htu Chaung,village,10.8
