latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,location,place,country,continent,type,timeAdded,timestamp,locationInferred,state,initialPosition,time_utc,time_mmt,state_region,district,township,nearest_city,place_type,distance_km
24.686,98.168,10.0,4.0,mb,12,137.0,,0.98,us,usp000hz15,2014-11-07T01:44:23.114Z,,Myanmar-China border region,MM,Asia,earthquake,0,0,1,,,2011-03-31 22:54:30,2011-04-01 05:24:30,,,,Guojiazhai,village,2.2
20.535,99.851,10.0,4.1,mb,26,90.0,,0.68,us,usp000hypq,2014-11-07T01:44:20.462Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,2011-03-27 00:35:48,2011-03-27 07:05:48,Shan,Tachileik,Tachileik,Ping Hu,village,2.3
20.572,99.816,10.0,4.3,mb,17,115.6,,1.33,us,usp000hyp9,2014-11-07T01:44:20.391Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,2011-03-26 20:49:42,2011-03-27 03:19:42,Shan,Tachileik,Tachileik,Hway Ae,village,3.5
20.583,99.586,10.0,4.1,mb,23,120.2,,0.99,us,usp000hyhq,2014-11-07T01:44:19.450Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,2011-03-25 03:26:02,2011-03-25 09:56:02,Shan,Monghsat,Monghsat,Pa Lawng Pu Tun,village,1.1
20.712,99.879,10.0,5.0,mwc,125,35.1,,1.01,us,usp000hyhd,2014-11-07T01:44:19.402Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,2011-03-25 00:22:39,2011-03-25 06:52:39,Shan,Tachileik,Tachileik,Loi Si Mein,village,4.9
20.65,99.77,10.0,5.7,mwc,210,23.5,,1.1,us,usp000hyg5,2015-02-12T21:00:39.936Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,2011-03-24 15:54:35,2011-03-24 22:24:35,Shan,Tachileik,Tachileik,Mae Hoke,village,5.6
20.655,99.93,11.1,4.8,mb,63,94.8,,1.0,us,usp000hyfz,2014-11-07T01:44:19.208Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,2011-03-24 14:23:53,2011-03-24 20:53:53,Shan,Tachileik,Tachileik,Nam Tun,village,2.9
20.687,99.822,8.0,6.9,mww,335,18.2,,1.1,us,usp000hyfx,2015-02-12T21:11:35.014Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,2011-03-24 13:55:12,2011-03-24 20:25:12,Shan,Tachileik,Tachileik,Mae Hoke,village,8.1
22.803,94.571,73.8,4.7,mb,37,55.5,,1.03,us,usp000hy2v,2014-11-07T01:44:15.909Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,2011-03-20 17:31:31,2011-03-21 00:01:31,Saigang,Kale,Mingin,Laung Kyin,village,3.5
24.59,94.717,87.7,4.4,mb,12,169.3,,0.42,us,usp000hwe9,2014-11-07T01:44:02.149Z,,Myanmar-India border region,MM,Asia,earthquake,0,0,1,,,2011-03-12 10:46:00,2011-03-12 17:16:00,Saigang,Hkamti,Homalin,Mei Nei,village,2.3
24.616,98.192,10.0,4.3,mb,13,142.3,,1.35,us,usp000hvm7,2014-11-07T01:43:54.096Z,,Myanmar-China border region,MM,Asia,earthquake,0,0,1,,,2011-03-10 05:04:52,2011-03-10 11:34:52,,,,Mangdong,town,5.7
24.732,98.236,10.0,4.3,mb,17,128.5,,0.74,us,usp000hvm6,2014-11-07T01:43:54.093Z,,Myanmar-China border region,MM,Asia,earthquake,0,0,1,,,2011-03-10 05:03:59,2011-03-10 11:33:59,,,,Yousongling,town,6.1
24.727,97.957,10.0,5.5,mwc,185,41.9,,0.88,us,usp000hvm3,2015-02-04T11:01:36.476Z,,Myanmar-China border region,MM,Asia,earthquake,0,0,1,,,2011-03-10 04:58:13,2011-03-10 11:28:13,,,,Pingyuan,town,2.9
22.948,94.334,88.8,4.3,mb,50,132.0,,0.78,us,usp000hvh0,2014-11-07T01:43:53.063Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,2011-03-08 17:48:31,2011-03-09 00:18:31,Saigang,Kale,Mingin,Thein Kone,village,2.0
23.946,93.989,63.3,4.4,mb,51,96.5,,0.72,us,usp000hvd7,2014-11-07T01:43:51.939Z,,Myanmar-India border region,MM,Asia,earthquake,0,0,1,,,2011-03-06 00:18:24,2011-03-06 06:48:24,,,,Thansial,village,4.5
