latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,location,place,country,continent,type,timeAdded,timestamp,locationInferred,state,initialPosition,time_utc,time_mmt
21.1220000,99.9640000,1.0000,3.00,ml,,,,,,th_10109_202209302112,2022-09-30T21:12:39.000Z,"Wan Hsenlong, Shan, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1664573269,1664572359,0,,"21.12,99.96",2022-09-30 21:12:39,2022-10-01 03:42:39
20.3100000,98.2900000,1.0000,2.80,ml,,,,,,th_10102_202209301717,2022-09-30T17:17:24.000Z,"Mongpan, Shan, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1664558776,1664558244,0,,"20.31,98.29",2022-09-30 17:17:24,2022-09-30 23:47:24
21.1160000,99.9060000,1.0000,2.80,ml,,,,,,th_10101_202209301247,2022-09-30T12:47:18.000Z,"Wan Hsenlong, Shan, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1664542433,1664542038,1,,"21.12,99.91",2022-09-30 12:47:18,2022-09-30 19:17:18
18.0080000,97.6030000,1.0000,2.30,ml,,,,,,th_10100_202209300853,2022-09-30T08:53:25.000Z,"Bwado, Kayin State, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1664528582,1664528005,0,,"18.01,97.60",2022-09-30 08:53:25,2022-09-30 15:23:25
21.1930000,99.9810000,1.0000,2.70,ml,,,,,,th_10099_202209300502,2022-09-30T05:02:24.000Z,"Wan Hkang, Shan, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1664514560,1664514144,1,,"21.19,99.98",2022-09-30 05:02:24,2022-09-30 11:32:24
23.0617000,94.9275000,165.1310,5.60,mww,129,20,3.006,0.81,us,ems_202209_1173899,2022-10-04T15:50:24.040Z,,"83km SE of Mawlaik, Myanmar",MM,Asia,earthquake,1664490668,1664490158,1,,"23.06,94.92",2022-09-29 22:22:38,2022-09-30 04:52:38
21.2090000,99.9670000,5.0000,2.50,ml,,,,,,th_10096_202209291523,2022-09-29T15:23:56.000Z,"Wan Hkang, Shan, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1664465973,1664465036,1,,"21.21,99.97",2022-09-29 15:23:56,2022-09-29 21:53:56
21.1790000,99.9280000,2.0000,3.30,ml,,,,,,th_10094_202209290311,2022-09-29T03:11:53.000Z,"Wan Hsenlong, Shan, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1664422524,1664421113,1,,"21.18,99.93",2022-09-29 03:11:53,2022-09-29 09:41:53
20.8450000,99.9070000,2.0000,2.70,ml,,,,,,th_10092_202209281548,2022-09-28T15:48:32.000Z,Wān Hwè,Myanmar,MM,Asia,earthquake,1664380978,1664380112,0,,"20.85,99.91",2022-09-28 15:48:32,2022-09-28 22:18:32
21.3670000,99.8820000,2.0000,2.80,ml,,,,,,th_10091_202209281424,2022-09-28T14:24:09.000Z,"Wan Kaw Namhsu, Shan, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1664375366,1664375049,0,,"21.37,99.88",2022-09-28 14:24:09,2022-09-28 20:54:09
