latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,location,place,country,continent,type,timeAdded,timestamp,locationInferred,state,initialPosition,time_utc,time_mmt,state_region,nearest_city
22.43,98.935,33.0,4.7,ms,,,,1.3,us,usp00056mx,2014-11-07T00:50:30.778Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1992-04-28 21:03:03,1992-04-29 03:33:03,Shan,Lashio
22.303,98.997,33.0,4.8,mb,,,,1.5,us,usp0005694,2014-11-07T00:50:29.155Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1992-04-23 18:18:11,1992-04-24 00:48:11,Shan,Kengtung
22.246,99.29,33.0,4.2,mb,,,,1.3,us,usp000568z,2014-11-07T00:50:29.146Z,,Myanmar-China border region,MM,Asia,earthquake,0,0,1,,,1992-04-23 17:38:50,1992-04-24 00:08:50,,Kengtung
22.309,98.856,33.0,4.7,mb,,,,1.2,us,usp000568y,2014-11-07T00:50:29.139Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1992-04-23 17:15:02,1992-04-23 23:45:02,Shan,Lashio
22.418,98.852,9.6,6.2,mw,,,,1.1,us,usp000568q,2015-02-12T20:50:32.161Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1992-04-23 15:32:49,1992-04-23 22:02:49,Shan,Lashio
22.437,98.904,12.0,6.1,mw,,,,1.1,us,usp000568g,2015-02-12T20:46:57.140Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1992-04-23 14:18:35,1992-04-23 20:48:35,Shan,Lashio
26.676,95.229,47.4,4.6,mb,,,,1.4,us,usp000561s,2014-11-07T00:50:28.402Z,,Myanmar-India border region,MM,Asia,earthquake,0,0,1,,,1992-04-20 07:29:41,1992-04-20 13:59:41,,Putao
24.315,94.898,116.1,5.7,mw,,,,1.0,us,usp00055tv,2015-02-12T23:10:09.699Z,,Myanmar-India border region,MM,Asia,earthquake,0,0,1,,,1992-04-15 01:32:09,1992-04-15 08:02:09,Saigang,Kalay
21.818,98.861,33.0,3.9,mb,,,,1.1,us,usp00055kk,2014-11-07T00:50:26.290Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1992-04-10 11:19:12,1992-04-10 17:49:12,Shan,Kengtung
27.95,96.434,33.0,4.3,mb,,,,1.3,us,usp00055jc,2014-11-07T00:50:25.959Z,,Myanmar-India border region,MM,Asia,earthquake,0,0,1,,,1992-04-09 16:30:33,1992-04-09 23:00:33,,Putao
26.067,98.57,10.0,4.0,mb,,,,1.2,us,usp00055a6,2014-11-07T00:50:24.262Z,,Myanmar-China border region,MM,Asia,earthquake,0,0,1,,,1992-04-03 23:03:03,1992-04-04 05:33:03,Kachin,Myitkyina
19.553,93.004,33.0,4.3,mb,,,,1.0,us,usp000559s,2014-11-07T00:50:24.146Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1992-04-03 18:09:33,1992-04-04 00:39:33,,Sittwe
