latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,location,place,country,continent,type,timeAdded,timestamp,locationInferred,state,initialPosition,time_utc,time_mmt,state_region,district,township,nearest_city,place_type,distance_km
24.726,95.218,159.0,4.4,mb,,,,,us,usp0001574,2014-11-06T23:24:17.178Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1980-01-27 03:25:46,1980-01-27 09:55:46,Saigang,Hkamti,Homalin,Kan Kyaw Ya,village,3.9
26.066,98.532,33.0,4.5,mb,,,,,us,usp00014w9,2014-11-06T23:24:15.263Z,,Myanmar-China border region,MM,Asia,earthquake,0,0,1,,,1980-01-06 09:11:46,1980-01-06 15:41:46,Kachin,Myitkyina,Chipwi,Nu Kyont,village,2.5
23.35,94.585,84.0,4.4,mb,,,,,us,usp00015n3,2014-11-06T23:24:18.180Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1980-02-23 17:28:08,1980-02-23 23:58:08,Saigang,Mawlaik,Mawlaik,Thitsar Pann,town,11.6
17.938,94.776,33.0,4.4,mb,,,,,us,usp00015k9,2014-11-06T23:24:18.069Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1980-02-21 08:23:58,1980-02-21 14:53:58,Rakhine,Thandwe,Gwa,Oe Htein,village,25.8
21.208,93.504,49.0,4.6,mb,,,,,us,usp00015bv,2014-11-06T23:24:17.565Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1980-02-08 01:20:20,1980-02-08 07:50:20,Chin,Mindat,Paletwa,Htein Khaung,village,3.1
23.904,94.738,90.0,4.8,mb,,,,,us,usp00016a6,2014-11-06T23:24:19.692Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1980-03-28 16:15:02,1980-03-28 22:45:02,Saigang,Mawlaik,Paungbyin,Ywar Thar,village,6.4
22.444,94.781,33.0,4.7,mb,,,,,us,usp00018xc,2014-11-06T23:24:24.351Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1980-07-16 20:55:28,1980-07-17 03:25:28,Saigang,Yinmarbin,Kani,Kyun Ywar,village,3.8
16.875,94.899,33.0,4.1,mb,,,,,us,usp00016t3,2014-11-06T23:24:20.685Z,,near the south coast of Myanmar,MM,Asia,earthquake,0,0,1,,,1980-04-22 01:46:35,1980-04-22 08:16:35,Ayeyarwady,Pathein,Kangyidaunt,Kyee Kan Kyun,village,0.9
17.043,94.843,38.0,4.2,mb,,,,,us,usp00016qb,2014-11-06T23:24:20.530Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1980-04-18 04:20:05,1980-04-18 10:50:05,Ayeyarwady,Pathein,Thabaung,Lin Tar Kya,village,1.1
21.335,93.804,51.0,5.1,mb,,,,,us,usp00016em,2014-11-06T23:24:19.978Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1980-04-04 08:19:21,1980-04-04 14:49:21,Chin,Mindat,Mindat,Chaing,village,3.0
23.764,94.31,85.0,4.9,mb,,,,,us,usp00017bm,2014-11-06T23:24:21.970Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1980-05-20 13:19:52,1980-05-20 19:49:52,Saigang,Mawlaik,Mawlaik,Tha Yet Pin Chaung,village,9.6
22.151,94.224,167.0,4.0,mb,,,,,us,usp0001733,2014-11-06T23:24:21.451Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1980-05-06 22:23:20,1980-05-07 04:53:20,Magway,Gangaw,Gangaw,Lel Ma,village,5.1
15.81,94.78,40.0,4.8,mb,,,,,us,usp00019jz,2014-11-06T23:24:25.716Z,,near the south coast of Myanmar,MM,Asia,earthquake,0,0,1,,,1980-08-28 07:55:24,1980-08-28 14:25:24,Ayeyarwady,Labutta,Labutta,Na That,village,1.1
21.902,94.931,120.0,4.6,mb,,,,,us,usp00019jy,2014-11-06T23:24:25.715Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1980-08-28 03:33:35,1980-08-28 10:03:35,Saigang,Yinmarbin,Salingyi,Aung Pan,village,1.3
15.869,94.701,29.0,5.5,mb,,,,,us,usp00019jq,2015-02-11T17:14:50.000Z,,near the south coast of Myanmar,MM,Asia,earthquake,0,0,1,,,1980-08-27 04:30:16,1980-08-27 11:00:16,Ayeyarwady,Labutta,Labutta,Pyin Ka Nu Kone,village,0.4
24.784,94.587,50.0,5.1,mb,,,,,us,usp00019ca,2014-11-06T23:24:25.177Z,,Myanmar-India border region,MM,Asia,earthquake,0,0,1,,,1980-08-12 16:44:01,1980-08-12 23:14:01,,,,,village,0.7
23.861,96.076,33.0,4.6,mb,,,,,us,usp000196t,2014-11-06T23:24:24.974Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1980-08-01 02:22:39,1980-08-01 08:52:39,Saigang,Katha,Tigyaing,Me Zar Lay,village,0.8
24.874,95.307,112.0,4.5,mb,,,,,us,usp00019tq,2014-11-06T23:24:25.983Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1980-09-14 16:03:38,1980-09-14 22:33:38,Saigang,Hkamti,Homalin,Tin Kyit,village,2.7
22.547,94.994,139.0,4.5,mb,,,,,us,usp0001ad3,2014-11-06T23:24:26.795Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1980-10-23 12:51:55,1980-10-23 19:21:55,Saigang,Monywa,Budalin,Taw U Ba,village,3.7
27.189,97.023,33.0,4.9,mb,,,,,us,usp0001a5n,2014-11-06T23:24:26.503Z,,Myanmar-India border region,MM,Asia,earthquake,0,0,1,,,1980-10-10 02:35:34,1980-10-10 09:05:34,,,,Vijaynagar,village,2.3
22.716,93.897,33.0,5.3,mb,,,,,us,usp0001awm,2015-02-11T17:14:51.000Z,,Myanmar-India border region,MM,Asia,earthquake,0,0,1,,,1980-11-20 18:14:11,1980-11-21 00:44:11,Chin,Hakha,Hakha,Haiphai,village,8.2
